collage,Player,id,height,weight,born,birth_city,birth_state
University of Illinois at Urbana-Champaign,James Augustine,3131,208,106,1984,Midlothian,Illinois
University of Kentucky,Kelenna Azubuike,3132,196,99,1983,London,United Kingdom
University of South Carolina,Renaldo Balkman,3133,203,94,1984,Staten Island,New York
,J.J. Barea,3134,203,94,1984,,
,Andrea Bargnani,3135,213,111,1985,Rome,Italy
Iowa State University,Will Blalock,3136,183,92,1983,Boston,Massachusetts
University of Connecticut,Josh Boone,3137,208,107,1984,Mount Airy,Maryland
"University of California, Los Angeles",Cedric Bozeman,3138,198,93,1983,Los Angeles,California
University of Arkansas,Ronnie Brewer,3139,193,81,1955,Fort Smith,Arkansas
DePaul University,Andre Brown,3140,206,111,1981,Chicago,Illinois
Michigan State University,Shannon Brown,3141,193,92,1985,Maywood,Illinois
University of Memphis,Rodney Carney,3142,201,92,1984,Memphis,Tennessee
Temple University,Mardy Collins,3143,198,99,1984,Philadelphia,Pennsylvania
University of Washington,Will Conroy,3144,188,88,1982,Portland,Oregon
Michigan State University,Paul Davis,3145,211,122,1984,Detroit,Michigan
Pepperdine University,Yakhouba Diawara,3146,201,102,1982,Paris,France
Rutgers University,Quincy Douby,3147,190,79,1984,Brooklyn,New York
"University of California, Los Angeles",Jordan Farmar,3148,188,81,1986,Los Angeles,California
University of Southern California,Desmon Farmer,3149,196,99,1981,Flint,Michigan
Villanova University,Randy Foye,3150,193,96,1983,Newark,New Jersey
,Jorge Garbajosa,3151,206,111,1977,Madrid,Spain
University of Connecticut,Rudy Gay,3152,203,104,1986,Brooklyn,New York
,Mickael Gelabale,3153,201,97,1983,Pointe Noire,Guadeloupe
University of Texas at Austin,Daniel Gibson,3154,188,86,1986,Houston,Texas
,Andreas Glyniadakis,3155,216,127,1981,Hania,Greece
Temple University,Lynn Greer,3156,188,79,1979,Philadelphia,Pennsylvania
George Washington University,Mike Hall,3157,203,104,1984,Chicago,Illinois
,Walter Herrmann,3158,206,102,1979,Venado Tuerto,Argentina
University of Miami,Robert Hite,3159,188,83,1984,Cincinnati,Ohio
"University of California, Los Angeles",Ryan Hollins,3160,213,108,1984,Pasadena,California
,Mile Ilic,3161,216,104,1984,Tuzla,Bosnia and Herzegovina
,Ersan Ilyasova,3162,208,106,1987,Eskisehir,Turkey
Florida State University,Alexander Johnson,3163,206,108,1983,Albany,Georgia
University of South Florida,Solomon Jones,3164,208,104,1984,Eustis,Florida
University of South Carolina,Tarence Kinsey,3165,198,83,1984,Tampa,Florida
,James Lang,3166,208,129,1983,Mobile,Alabama
Villanova University,Kyle Lowry,3167,183,92,1986,Philadelphia,Pennsylvania
"California State University, Fresno",Renaldo Major,3168,201,90,1982,Chicago,Illinois
,Damir Markota,3169,208,102,1985,Sarajevo,Bosnia and Herzegovina
University of Maryland,Chris McCray,3170,196,87,1984,Capitol Heights,Maryland
Oklahoma State University,Ivan McFarlin,3171,203,108,1982,Missouri City,Texas
George Washington University,Pops Mensah-Bonsu,3172,206,108,1983,London,United Kingdom
Louisiana Tech University,Paul Millsap,3173,203,111,1985,Monroe,Louisiana
University of Kentucky,Randolph Morris,3174,208,120,1986,Houston,Texas
Gonzaga University,Adam Morrison,3175,203,92,1984,Glendive,Montana
University of North Carolina,David Noel,3176,198,104,1984,Durham,North Carolina
Marquette University,Steve Novak,3177,208,102,1983,Libertyville,Illinois
Bradley University,Patrick O'Bryant,3178,213,117,1986,Oskaloosa,Iowa
"University of Nevada, Reno",Kevinn Pinkney,3179,208,111,1983,Colton,California
University of California,Leon Powe,3180,203,108,1984,Berkeley,California
University of Illinois at Urbana-Champaign,Roger Powell,3181,198,106,1983,Joliet,Illinois
University of Notre Dame,Chris Quinn,3182,188,83,1983,New Orleans,Louisiana
Villanova University,Allan Ray,3183,188,86,1984,Bronx,New York
,J.J. Redick,3184,188,86,1984,,
Delta State University,Jeremy Richardson,3185,198,83,1984,Allentown,Pennsylvania
,Sergio Rodriguez,3186,190,79,1986,Tenerife,Spain
University of Kentucky,Rajon Rondo,3187,185,84,1986,Louisville,Kentucky
University of Washington,Brandon Roy,3188,198,97,1984,Seattle,Washington
,Thabo Sefolosha,3189,201,99,1984,Vevey,Switzerland
,Mouhamed Sene,3190,201,99,1984,,
North Carolina State University,Cedric Simmons,3191,206,106,1986,Shallotte,North Carolina
,Uros Slokar,3192,208,107,1983,Ljubljana,Slovenia
Boston College,Craig Smith,3193,201,113,1983,Inglewood,California
Michigan State University,Steven Smith,3194,201,90,1969,Highland Park,Michigan
,Vassilis Spanoulis,3195,193,88,1982,Larissa,Greece
Louisiana State University,Tyrus Thomas,3196,206,97,1986,Baton Rouge,Louisiana
,P.J. Tucker,3197,206,97,1986,,
,Marcus Vinicius,3198,206,97,1986,,
Georgetown University,James White,3199,206,131,1976,St. Louis,Missouri
University of Wyoming,Justin Williams,3200,208,102,1984,Chicago,Illinois
University of Alabama,Marcus Williams,3201,185,89,1982,Jackson,Mississippi
University of North Carolina,Shawne Williams,3202,185,91,1975,Bronx,New York
University of North Carolina,Shelden Williams,3203,185,91,1975,Bronx,New York
"University of California, Los Angeles",Arron Afflalo,3204,196,95,1985,Los Angeles,California
Missouri State University,Blake Ahearn,3205,188,86,1984,St. Louis,Missouri
Weber State University,Lance Allred,3206,211,113,1981,Salt Lake City,Utah
Rice University,Morris Almond,3207,198,102,1985,Dalton,Georgia
"University of Nevada, Las Vegas",Joel Anthony,3208,206,111,1982,Montreal,Canada
,Marco Belinelli,3209,196,95,1986,Bologna,Italy
University of Florida,Corey Brewer,3210,206,84,1986,Portland,Tennessee
University of Oregon,Aaron Brooks,3211,183,73,1985,Seattle,Washington
DePaul University,Wilson Chandler,3212,203,102,1987,Benton Harbor,Michigan
Ohio State University,Mike Conley,3213,185,79,1987,Fayetteville,Arkansas
University of Portland,Daequan Cook,3214,190,83,1958,Los Angeles,California
Georgia Institute of Technology,Javaris Crittenton,3215,196,90,1987,Atlanta,Georgia
University of Alabama,Jermareo Davidson,3216,208,104,1984,Atlanta,Georgia
Louisiana State University,Glen Davis,3217,206,131,1986,Baton Rouge,Louisiana
University of Miami,Guillermo Diaz,3218,188,87,1985,San Juan,Puerto Rico
Boston College,Jared Dudley,3219,201,102,1985,San Diego,California
University of Texas at Austin,Kevin Durant,3220,206,108,1988,Washington,District of Columbia
"University of Nevada, Reno",Nick Fazekas,3221,211,106,1985,Denver,Colorado
,Kyrylo Fesenko,3222,216,130,1986,Dnepropetrovsk,Ukraine
University of Missouri,Thomas Gardner,3223,196,102,1985,Portland,Oregon
,Marcin Gortat,3224,211,108,1984,Lodz,Poland
University of Pittsburgh,Aaron Gray,3225,213,122,1984,Tarzana,California
University of Maryland,Jeff Green,3226,196,88,1941,,
University of Florida,Taurean Green,3227,183,80,1986,Fort Lauderdale,Florida
Rice University,Mike Harris,3228,198,108,1983,Hillsboro,Texas
University of Washington,Spencer Hawes,3229,216,111,1988,Seattle,Washington
University of Florida,Al Horford,3230,208,111,1986,Puerto Plata,Dominican Republic
,Yi Jianlian,3231,213,108,1987,He Shan,China
Boise State University,Coby Karl,3232,196,97,1983,Great Falls,Montana
Purdue University,Carl Landry,3233,206,112,1983,Milwaukee,Wisconsin
University of Kansas,Keith Langford,3234,193,97,1983,Fort Worth,Texas
University of Massachusetts Amherst,Stephane Lasme,3235,203,97,1982,Port-Gentil,Gabon
Texas A&M University,Acie Law,3236,190,88,1985,Dallas,Texas
,Ian Mahinmi,3237,211,113,1986,Rouen,France
"California State University, Fresno",Dominic McGuire,3238,206,99,1985,San Diego,California
Duke University,Josh McRoberts,3239,208,108,1987,Indianapolis,Indiana
Meridian Community College,Jamario Moon,3240,203,92,1980,Goodwater,Alabama
,Juan Carlos,3241,203,92,1980,,
Syracuse University,Demetris Nichols,3242,203,97,1984,Boston,Massachusetts
University of Florida,Joakim Noah,3243,211,104,1985,New York,New York
,Oleksiy Pecherov,3244,213,105,1985,Donetsk,Ukraine
,Kosta Perovic,3245,218,108,1985,Osijek,Croatia
Texas Tech University,Kasib Powell,3246,201,97,1981,Teaneck,New Jersey
University of Southern California,Gabe Pruitt,3247,193,77,1986,Los Angeles,California
University of Florida,Chris Richard,3248,206,122,1984,Lakeland,Florida
,Cheikh Samb,3249,216,111,1984,Senegal,
,Luis Scola,3250,206,108,1980,Buenos Aires,Argentina
"University of Nevada, Reno",Ramon Sessions,3251,190,86,1986,Myrtle Beach,South Carolina
University of Michigan,Courtney Sims,3252,208,111,1983,Roslindale,Massachusetts
Louisiana State University,Jason Smith,3253,211,113,1977,Atlanta,Georgia
,D.J. Strawberry,3254,211,113,1977,,
Eastern Washington University,Rodney Stuckey,3255,196,95,1986,Seattle,Washington
Florida State University,Al Thornton,3256,203,99,1983,Perry,Georgia
Oklahoma Baptist University,Alando Tucker,3257,203,86,1943,Dayton,Ohio
University of Memphis,Darius Washington,3258,188,88,1985,Winter Park,Florida
Syracuse University,Darryl Watkins,3259,211,117,1984,Paterson,New Jersey
,C.J. Watson,3260,211,117,1984,,
Old Dominion University,Mario West,3261,208,104,1960,Petersburg,Virginia
Boston College,Sean Williams,3262,208,106,1986,Houston,Texas
"University of California, Los Angeles",Brandan Wright,3263,211,102,1962,Hollywood,California
University of Kansas,Julian Wright,3264,203,102,1987,Chicago,Illinois
University of Southern California,Nick Young,3265,201,95,1985,Los Angeles,California
Georgia Institute of Technology,Thaddeus Young,3266,203,100,1988,New Orleans,Louisiana
,Alexis Ajinca,3267,218,112,1988,Saint-Etienne,France
West Virginia University,Joe Alexander,3268,203,104,1986,Kaohsiung,Taiwan
University of California,Ryan Anderson,3269,208,108,1988,Sacramento,California
University of Kansas,Darrell Arthur,3270,206,106,1988,Dallas,Texas
,D.J. Augustin,3271,206,106,1988,,
,Nicolas Batum,3272,203,90,1988,Lisieux,France
University of Arizona,Jerryd Bayless,3273,190,90,1988,Phoenix,Arizona
Kansas State University,Michael Beasley,3274,206,106,1989,Frederick,Maryland
Miami University,Bobby Brown,3275,193,92,1923,Versailles,Ohio
University of Kansas,Mario Chalmers,3276,188,86,1986,Anchorage,Alaska
University of Kentucky,Joe Crawford,3277,196,95,1986,Detroit,Michigan
University of Memphis,Joey Dorsey,3278,203,121,1983,Baltimore,Maryland
University of Memphis,Chris Douglas-Roberts,3279,201,90,1987,Detroit,Michigan
,Goran Dragic,3280,190,86,1986,Ljubljana,Slovenia
,Rudy Fernandez,3281,198,83,1985,Palma de Mallorca,Spain
,Danilo Gallinari,3282,208,102,1988,Sant'Angelo Lodigiano,Italy
,Marc Gasol,3283,216,115,1985,Barcelona,Spain
,J.R. Giddens,3284,216,115,1985,,
Indiana University,Eric Gordon,3285,193,97,1988,Indianapolis,Indiana
Syracuse University,Donte Greene,3286,211,102,1988,Munich,Germany
,Hamed Haddadi,3287,218,115,1985,Ahvaz,Islamic Republic of Iran
University of Oregon,Malik Hairston,3288,198,99,1987,Detroit,Michigan
Georgetown University,Roy Hibbert,3289,218,122,1986,Queens,New York
,J.J. Hickson,3290,218,122,1986,,
Indiana University-Purdue University Indianapolis,George Hill,3291,190,85,1986,Indianapolis,Indiana
University of Arkansas,Steven Hill,3292,213,112,1985,Chanute,Kansas
Ohio State University,Othello Hunter,3293,203,102,1986,Winston-Salem,North Carolina
University of Kansas,Darnell Jackson,3294,206,114,1985,Oklahoma City,Oklahoma
Midland College,Nathan Jawai,3295,208,127,1986,Sydney,Australia
University of Arkansas,Dontell Jefferson,3296,196,88,1983,Lithonia,Georgia
Jackson State University,Trey Johnson,3297,196,98,1984,Jackson,Mississippi
Texas A&M University,DeAndre Jordan,3298,211,120,1988,Houston,Texas
Ohio State University,Kosta Koufos,3299,213,120,1989,Canton,Ohio
University of Notre Dame,Rob Kurz,3300,206,105,1985,Philadelphia,Pennsylvania
Western Kentucky University,Courtney Lee,3301,196,90,1985,Indianapolis,Indiana
Stanford University,Brook Lopez,3302,213,124,1988,North Hollywood,California
Stanford University,Robin Lopez,3303,213,115,1988,North Hollywood,California
"University of California, Los Angeles",Kevin Love,3304,208,113,1988,Santa Monica,California
Kansas State University,Cartier Martin,3305,201,99,1984,Crockett,Texas
,O.J. Mayo,3306,201,99,1984,,
,Luc Mbah,3307,201,99,1984,,
"University of Nevada, Reno",JaVale McGee,3308,213,122,1988,Flint,Michigan
Georgia Institute of Technology,Anthony Morrow,3309,196,95,1985,Charlotte,North Carolina
Duke University,DeMarcus Nelson,3310,193,90,1985,Oakland,California
Ohio State University,Greg Oden,3311,213,113,1988,Buffalo,New York
Louisiana State University,Anthony Randolph,3312,208,92,1989,Worzbach,Germany
University of Memphis,Derrick Rose,3313,190,86,1988,Chicago,Illinois
University of Kansas,Brandon Rush,3314,198,99,1985,Kansas City,Missouri
University of Alabama at Birmingham,Walter Sharpe,3315,206,111,1986,Huntsville,Alabama
University of Virginia,Sean Singletary,3316,183,83,1985,Philadelphia,Pennsylvania
University of Florida,Marreese Speights,3317,208,115,1987,St. Petersburg,Florida
Iowa State University,Mike Taylor,3318,188,74,1986,Chicago,Illinois
University of South Carolina,Jason Thompson,3319,185,83,1946,New York,New York
Creighton University,Anthony Tolliver,3320,203,108,1985,Springfield,Missouri
,Roko Ukic,3321,196,83,1984,Split,Croatia
,Henry Walker,3322,196,83,1984,,
Washington State University,Kyle Weaver,3323,198,91,1986,Janesville,Wisconsin
University of Arkansas,Sonny Weems,3324,198,92,1986,West Memphis,Arkansas
"University of California, Los Angeles",Russell Westbrook,3325,190,90,1988,Long Beach,California
,D.J. White,3326,190,90,1988,,
St. John's University,Jawad Williams,3327,206,108,1968,Ritter,South Carolina
,Sun Yue,3328,206,92,1985,Hebei,China
Augsburg College,David Andersen,3329,208,104,1943,Minneapolis,Minnesota
Canisius College,Antonio Anderson,3330,188,83,1945,Buffalo,New York
,Jeff Ayres,3331,188,83,1945,,
,Rodrigue Beaubois,3332,183,77,1988,Pointe-a-Pitre,Guadeloupe
University of Pittsburgh,DeJuan Blair,3333,201,122,1989,Pittsburgh,Pennsylvania
University of Washington,Jon Brockman,3334,201,115,1987,Snohomish,Washington
Jacksonville University,Derrick Brown,3335,185,72,1968,Jacksonville,Florida
University of Arizona,Chase Budinger,3336,201,94,1988,Encinitas,California
University of Missouri,DeMarre Carroll,3337,203,97,1986,Birmingham,Alabama
,Omri Casspi,3338,206,102,1988,Holon,Israel
University of Louisville,Earl Clark,3339,208,102,1988,Plainfield,New Jersey
"University of California, Los Angeles",Darren Collison,3340,183,79,1987,Rancho Cucamonga,California
Villanova University,Dante Cunningham,3341,203,104,1987,Clinton,Maryland
Oklahoma State University,JamesOn Curry,3342,190,86,1986,Pleasant Grove,North Carolina
Davidson College,Stephen Curry,3343,190,86,1988,Akron,Ohio
Gonzaga University,Austin Daye,3344,211,99,1988,Irvine,California
University of Southern California,DeMar DeRozan,3345,201,100,1989,Compton,California
Florida State University,Toney Douglas,3346,188,88,1986,Jonesboro,Georgia
University of North Carolina,Wayne Ellington,3347,193,90,1987,Wynnewood,Pennsylvania
University of Memphis,Tyreke Evans,3348,198,99,1989,Chester,Pennsylvania
Syracuse University,Jonny Flynn,3349,183,83,1989,Niagara Falls,New York
University of Georgia,Sundiata Gaines,3350,185,83,1986,Jamaica,New York
University of Alabama,Alonzo Gee,3351,198,102,1987,Riviera Beach,Florida
University of Southern California,Taj Gibson,3352,206,102,1985,Brooklyn,New York
Northwestern State University,Trey Gilder,3353,206,83,1985,Dallas,Texas
"University of California, Los Angeles",Danny Green,3354,206,100,1957,Lynwood,California
University of Oklahoma,Taylor Griffin,3355,201,107,1986,Oklahoma City,Oklahoma
University of North Carolina,Tyler Hansbrough,3356,206,113,1985,Poplar Bluff,Missouri
Arizona State University,James Harden,3357,196,99,1989,Los Angeles,California
University of Arizona,Jordan Hill,3358,208,106,1987,Atlanta,Georgia
"University of California, Los Angeles",Jrue Holiday,3359,193,92,1990,Chatsworth,California
University of Tennessee at Martin,Lester Hudson,3360,190,86,1984,Memphis,Tennessee
University of Michigan,Chris Hunter,3361,211,108,1984,Gary,Indiana
,Serge Ibaka,3362,208,106,1989,Brazzaville,Republic of the Congo
Cleveland State University,Cedric Jackson,3363,190,86,1986,Alamogordo,New Mexico
Robert Morris University (IL),Othyus Jeffers,3364,196,90,1985,Chicago,Illinois
,Brandon Jennings,3365,185,77,1989,Compton,California
,Jonas Jerebko,3366,208,104,1987,Kinna,Sweden
Wake Forest University,James Johnson,3367,206,113,1987,Cheyenne,Wyoming
University of Houston,Oliver Lafayette,3368,188,86,1984,Baton Rouge,Louisiana
University of Wisconsin,Marcus Landry,3369,201,104,1985,Milwaukee,Wisconsin
University of North Carolina,Ty Lawson,3370,180,88,1987,Clinton,Maryland
University of Wisconsin,Wesley Matthews,3371,185,77,1959,Sarasota,Florida
Virginia Commonwealth University,Eric Maynor,3372,190,79,1987,Raeford,North Carolina
University of Kentucky,Jodie Meeks,3373,193,95,1987,Norcross,Georgia
Louisiana Tech University,Patty Mills,3374,203,111,1985,Monroe,Louisiana
Ohio State University,Byron Mullens,3375,213,124,1989,Canal Winchester,Ohio
,A.J. Price,3376,213,124,1989,,
Georgetown University,DaJuan Summers,3377,203,104,1988,Baltimore,Maryland
Texas Tech University,Jermaine Taylor,3378,193,79,1960,Blytheville,Arkansas
Wake Forest University,Jeff Teague,3379,188,84,1988,Indianapolis,Indiana
Louisiana State University,Garrett Temple,3380,198,88,1986,Baton Rouge,Louisiana
University of Connecticut,Hasheem Thabeet,3381,221,119,1987,Dar es Salaam,United Republic of Tanzania
Louisiana State University,Marcus Thornton,3382,193,92,1987,Baton Rouge,Louisiana
University of Louisville,Terrence Williams,3383,198,99,1987,Seattle,Washington
University of Pittsburgh,Sam Young,3384,198,99,1985,Washington,District of Columbia
University of Connecticut,Jeff Adrien,3385,201,111,1986,Brookline,Massachusetts
Florida State University,Solomon Alabi,3386,216,113,1988,Kaduna,Nigeria
University of Kansas,Cole Aldrich,3387,211,113,1988,Burnsville,Minnesota
Wake Forest University,Al-Farouq Aminu,3388,206,99,1990,Atlanta,Georgia
Oklahoma State University,James Anderson,3389,198,96,1989,El Dorado,Arkansas
,Omer Asik,3390,213,115,1986,Bursa,Turkey
"University of Nevada, Reno",Luke Babbitt,3391,206,102,1989,Cincinnati,Ohio
University of Kentucky,Eric Bledsoe,3392,185,86,1989,Birmingham,Alabama
Clemson University,Trevor Booker,3393,203,103,1987,Newberry,South Carolina
